Control Light	Controlar luz
Control Scene	Controlar cena
Conversation ID	ID da conversa
Convert	Converter
Convert to	Converter para
Copies, moves or renames a file on the phone	Copia, move ou muda o nome de um ficheiro do telemóvel
Copy it	Copiá-lo
Copy or Move File	Copiar ou mover um ficheiro
Copyright	Direitos de autor
Count	Quantidade
Count items	Contar elementos
Covered	Coberto
Creates an appointment in one of the calendars on this phone	Cria um compromisso num dos calendários deste telemóvel
Crop	Recortar
Current time	Hora atual
Custom	Personalizado
Custom sound	Som personalizado
Dark Theme Change	Alteração do tema escuro
Dark theme	Tema escuro
Data contains	Os dados contêm
Date &amp; time	Data e hora
Date rolled over	Mudança de data
Date taken	Data da captura
Date time	Data e hora
Days	Dias
Days ahead	Dias à frente
Days of month (e.g. 1,15, empty = every day)	Dias do mês (p. ex. 1,15; vazio = todos os dias)
Delete	Eliminar
Delete File	Eliminar um ficheiro
Delete Picture	Eliminar imagem
Delete for good	Eliminar definitivamente
Delivery	Entrega
Description	Descrição
Details	Detalhes
Device Boot	Arranque do dispositivo
Device Docked	Dispositivo na base
Device Movement	Movimento do dispositivo
Device Orientation	Orientação do dispositivo
Device Shutting Down	Dispositivo a desligar-se
Device Unlocked	Dispositivo desbloqueado
Device orientation	Orientação do dispositivo
Direction	Direção
Disable Macro	Desativar macro
Disabled	Desativado
Disables another macro by id (persists the flag and disarms its triggers)	Desativa outra macro pelo id (guarda o estado e desarma os acionadores dela)
Disappear after (seconds)	Desaparecer após (segundos)
Disconnected	Desligado
Dismiss	Dispensar
Do Not Disturb	Não incomodar
Docked	Na base
Don\'t start again until it changes back by (lux)	Não voltar a arrancar até mudar de volta em (lux)
Double	Duplo
Double tap	Toque duplo
Down	Baixar
Duration	Duração
Duration (ms, used when pattern is empty)	Duração (ms, usada quando não há padrão)
Dwell delay (ms)	Atraso de permanência (ms)
Edit Picture	Editar imagem
Ejected	Ejetado
Email Received	E-mail recebido
Empty List	Esvaziar lista
Empty Trigger	Acionador vazio
Enable Macro	Ativar macro
Enabled	Ativado
Enables another macro by id (persists the flag and arms its triggers)	Ativa outra macro pelo id (guarda o estado e arma os acionadores dela)
Entity	Entidade
Equals	Igual a
Event	Evento
Event type	Tipo de evento
Events	Compromissos
Extra data (JSON)	Dados adicionais (JSON)
Face down	Virado para baixo
Face up	Virado para cima
Fade time (ms)	Tempo de transição (ms)
Falls below	Desce abaixo de
Fast	Rápido
Fetch Email	Obter e-mail
Field	Campo
File	Ficheiro
File Details	Detalhes do ficheiro
File name	Nome do ficheiro
File or folder	Ficheiro ou pasta
Files	Ficheiros
Find Calendar Events	Procurar compromissos
Find Pictures	Localizar imagens
Finds photos and screenshots on this phone onto a list you can loop over	Procura fotos e capturas de ecrã neste telemóvel e coloca-as numa lista que pode percorrer
Fire time	Hora de disparo
Fire when	Disparar quando
Fires immediately when the workflow starts (no external event)	Dispara assim que o fluxo arranca (sem evento externo)
Fires when a macro finishes executing after being triggered	Dispara quando uma macro acaba de correr depois de ser acionada
Fires when a named variable changes value	Dispara quando uma variável com nome muda de valor
Fires when the app is initialised and running	Dispara quando a aplicação está inicializada e a correr
Fires when the device\'s UI / night mode changes	Dispara quando o modo de interface ou noturno do dispositivo muda
Fires when this macro is enabled (its triggers are armed)	Dispara quando esta macro é ativada (os acionadores dela ficam armados)
Flash	Flash
Float	Decimal
Folder	Pasta
Folders	Pastas
For a length of time	Durante um tempo
Found	Encontrado
Free	Livre
Fridays	Sextas-feiras
From	De
From (optional)	De (opcional)
From app (optional)	Da aplicação (opcional)
From contains	O remetente contém
From position (0 is the first)	A partir da posição (0 é a primeira)
Front camera	Câmara frontal
Geofence	Geocerca
Gesture	Gesto
Get	Obter
Get Light State	Obter estado da luz
Get as	Obter como
Give up after (seconds)	Desistir após (segundos)
Greater than	Maior que
Greater than or equal	Maior ou igual a
Green	Verde
HTTP Request	Pedido HTTP
Halts the current execution chain (stops following connected actions)	Para a cadeia de execução atual (deixa de seguir as ações ligadas)
Headers (JSON, optional)	Cabeçalhos (JSON, opcional)
Headset Plugged	Auscultadores ligados
Headset hook	Botão dos auscultadores
Headset plugged in	Auscultadores ligados
Height	Altura
Held down	Mantido premido
Held for (seconds)	Mantido durante (segundos)
High — fires easily	Alta: dispara com facilidade
Hint	Sugestão
Hold for at least (ms)	Manter pelo menos (ms)
Home Assistant	Home Assistant
Home Assistant Entity	Entidade do Home Assistant
Home Assistant Entity Changed	Entidade do Home Assistant alterada
Home Assistant Event	Evento do Home Assistant
Hours	Horas
How	Como
How long (minutes)	Duração (minutos)
How many	Quantos
How many at most	Quantos no máximo
How many items are in a list	Quantos elementos tem uma lista
How many times	Quantas vezes
How the device is currently resting — face up or down, portrait or landscape (screen on only)	Como o dispositivo está pousado agora: virado para cima ou para baixo, vertical ou horizontal (apenas com o ecrã ligado)
How to watch	Como vigiar
Idle	Livre
If	Se
If a file is already there	Se já existir um ficheiro
If it fails	Se falhar
If missing	Se faltar
If one is already there	Se já existir um
In an appointment	Num compromisso
Include cancelled and declined ones	Incluir os cancelados e recusados
Incoming Call State	Estado de chamada recebida
Index	Índice
Initiates a phone call to a number	Inicia uma chamada para um número
Inputs	Entradas
Installed	Instalada
Int	Inteiro
Into folder	Para a pasta
It ends	Termina
It starts	Começa
Item	Elemento
Item at position	Elemento na posição
Item to find	Elemento a encontrar
Its reminder falls due	O seu lembrete fica devido
JPEG	JPEG
JSON text	Texto JSON
Join list	Juntar lista
Keep both, adding a number	Manter ambos, acrescentando um número
Keep until dismissed	Manter até ser dispensada
Key	Chave
Landscape left	Horizontal esquerda
Landscape right	Horizontal direita
Latest picture	Última imagem
Latin-1 (ISO 8859-1)	Latin-1 (ISO 8859-1)
Launch App	Abrir aplicação
Launches another app by package name	Abre outra aplicação pelo nome do pacote
Leave the old one alone	Deixar o antigo como está
Left	Esquerda
Left to right	Da esquerda para a direita
Less than	Menor que
Less than or equal	Menor ou igual a
Let it use tools	Deixar usar ferramentas
Level (%)	Nível (%)
Level (when on)	Nível (quando ligada)
Light or room	Luz ou divisão
List	Lista
List Files	Listar ficheiros
List contains	A lista contém
List variable	Variável de lista
Lists the files in a folder, as paths you can loop over	Lista os ficheiros de uma pasta, como caminhos que podes percorrer
Locale Changed	Idioma alterado
Location	Localização
Log Message	Registar mensagem
Long	Longo
Longest reply (tokens)	Resposta mais longa (tokens)
Longest side (pixels)	Lado mais comprido (píxeis)
Look at	Ver
Loops over a list, running the following steps once for every item in it	Percorre uma lista e executa os passos seguintes uma vez por cada elemento
Loops the following steps a set number of times — repeat 10 times, and so on	Repete os passos seguintes um número fixo de vezes: repetir 10 vezes, por exemplo
Loops the following steps for as long as a comparison holds	Repete os passos seguintes enquanto uma comparação for verdadeira
Low — needs a deliberate gesture	Baixa: exige um gesto deliberado
Lux	Lux
MQTT Message	Mensagem MQTT
MQTT Topic	Tópico MQTT
Macro	Macro
Macro Enabled	Macro ativada
Macro Finished	Macro terminada
Mail	E-mail
Make Call	Ligar
Manual Trigger	Acionador manual
Mark read	Marcar como lido
Mark unread	Marcar como não lido
Marks a conversation read, presses one of its buttons, or dismisses the notification	Marca uma conversa como lida, prime um dos botões dela ou dispensa a notificação
Marks a message read or unread, moves it to another folder, or deletes it	Marca uma mensagem como lida ou não lida, move-a para outra pasta ou elimina-a
Matches regex	Corresponde à regex
Media	Multimédia
Media Button Pressed	Botão multimédia premido
Media Mounted / Unmounted	Suporte montado / desmontado
Medium	Médio
Message	Mensagem
Message Received	Mensagem recebida
Message contains	A mensagem contém
Messages	Mensagens
Method	Método
Minutes	Minutos
Minutes before (negative fires afterwards)	Minutos antes (negativo dispara depois)
Mirror	Espelhar
Mode	Modo
Model	Modelo
Mondays	Segundas-feiras
Most to return	Máximo a devolver
Most turns	Máximo de voltas
Mounted	Montado
Move	Mover
Move it	Movê-lo
Move or Copy Picture	Mover ou copiar imagem
Move to folder	Mover para a pasta
Move to the bin	Mover para a reciclagem
Moves a photo to the bin, or deletes it for good	Move uma foto para a reciclagem ou elimina-a definitivamente
Moves or copies a photo into another folder, keeping it in the gallery	Move ou copia uma foto para outra pasta, mantendo-a na galeria
Multiple lines	Várias linhas
Must hold for (ms)	Tem de ser mantido (ms)
Mute	Silenciar
NFC Tag	Etiqueta NFC
NFC enabled	NFC ativado
Name other apps see	Nome que as outras aplicações veem
Names matching	Nomes correspondentes a
Network	Rede
New details (leave empty to keep them)	Novos detalhes (deixe vazio para os manter)
New length in minutes (-1 to keep it)	Nova duração em minutos (-1 para a manter)
New place (leave empty to keep it)	Novo local (deixe vazio para o manter)
New start (leave empty to keep it)	Novo início (deixe vazio para o manter)
New title (leave empty to keep it)	Novo título (deixe vazio para o manter)
New value (blank removes it)	Novo valor (em branco remove-o)
Newest first	Mais recentes primeiro
Next	Seguinte
Next appointment	Próximo compromisso
Normal	Normal
Not equals	Diferente de
Notification	Notificação
Notification Received	Notificação recebida
Now	Agora
Number	Número
Number of presses	Número de pressões
Off	Desligado
Offhook	Em chamada
Oldest first	Mais antigas primeiro
On	Ligado
On dwell	Ao permanecer
On enter	À entrada
On exit	À saída
On staying away	Ao continuar fora
One item out of a list, by its position	Um elemento de uma lista, pela posição
Only during a time window	Apenas dentro de uma janela horária
Only in this folder	Apenas nesta pasta
Only lights already on	Apenas as luzes já acesas
Only names matching	Só nomes que correspondam a
Only unread	Apenas os não lidos
Only when it ends up lying flat	Apenas quando acaba deitado
Only while the screen is on	Apenas com o ecrã ligado
Open URL	Abrir URL
Opens WhatsApp, Signal or Telegram with a message ready to send	Abre o WhatsApp, o Signal ou o Telegram com uma mensagem pronta a enviar
Opens a URL in the default handler (browser or app). Typing google.com is enough	Abre um URL na aplicação predefinida (navegador ou app). Basta escrever google.com
Operation	Operação
Operator	Operador
Options — one per line	Opções: uma por linha
Orange	Laranja
Order	Ordem
Orientation	Orientação
Outputs	Saídas
PNG	PNG
Package	Pacote
Part of list	Parte da lista
Path	Caminho
Path (e.g. main.temp) — blank for the whole document	Caminho (p. ex. main.temp): vazio para o documento inteiro
Paths	Caminhos
Pattern (comma-separated ms, e.g. 0,200,500,200)	Padrão (ms separados por vírgulas, p. ex. 0,200,500,200)
Pause	Pausa
Pauses the workflow for a while	Põe o fluxo em pausa durante um tempo
Picked up	Levantado
Picture	Imagem
Picture Details	Detalhes da imagem
Picture Saved	Imagem guardada
Pictures	Imagens
Pink	Rosa
Place	Local
Planned for	Previsto para
Play	Reproduzir
Play Sound	Reproduzir som
Play pause	Reproduzir/pausar
Play through	Reproduzir por
Plays a notification, ringtone, alarm or chosen sound	Reproduz um som de notificação, um toque, um alarme ou o som escolhido
Plugged	Ligado
Plugged in	Ligado
Poll	Consultar
Poll interval (minutes, minimum 15)	Intervalo de consulta (minutos, mínimo 15)
Portrait	Vertical
Portrait upside down	Vertical invertido
Position	Posição
Position (0 is the first)	Posição (0 é a primeira)
Position in list	Posição na lista
Post	Publicar
Posted as	Publicada como
Posts a notification on this device	Mostra uma notificação neste dispositivo
Posts a notification on this device, optionally with buttons and a reply field	Mostra uma notificação neste dispositivo, opcionalmente com botões e um campo de resposta
Power Save Mode Changed	Modo de poupança de energia alterado
Power save mode	Modo de poupança de energia
Prefilled	Pré-preenchido
Pressed	Premido
Pressed several times	Premido várias vezes
Previous	Anterior
Priority	Prioridade
Progress (%, below 0 = busy)	Progresso (%, abaixo de 0 = indeterminado)
Prompt	Pedido
Proximity	Proximidade
Proximity covered	Sensor de proximidade coberto
Publish to MQTT	Publicar em MQTT
Put	Colocar
Put down	Pousado
Quality	Qualidade
Question	Pergunta
Read File	Ler um ficheiro
Read from JSON	Ler de JSON
Reading	Leitura
Reads a picture\'s size, camera, date and location out of the file	Lê do ficheiro o tamanho, a câmara, a data e a localização de uma imagem
Reads a text file from the phone and passes its contents on	Lê um ficheiro de texto do telemóvel e passa o seu conteúdo
Reads appointments out of a calendar onto a list you can loop over	Lê os compromissos de um calendário para uma lista que pode percorrer
Reads messages from a mailbox onto a list you can loop over	Lê mensagens de uma caixa de correio para uma lista que podes percorrer
Reads one value out of JSON text, such as an HTTP response body	Lê um valor de um texto JSON, como o corpo de uma resposta HTTP
Reads whether a light is on, how bright it is and what colour — Philips Hue	Lê se uma luz está acesa, com que brilho e de que cor — Philips Hue
Reason (optional, logged before halting)	Motivo (opcional, registado antes de parar)
Red	Vermelho
Remembers a value in a variable, readable by later runs	Guarda um valor numa variável, legível por execuções posteriores
Remind you (minutes before, -1 for no reminder)	Lembrá-lo (minutos antes, -1 para nenhum lembrete)
Remove Notification	Remover notificação
Removed	Removida
Removes a file from the phone	Elimina um ficheiro do telemóvel
Repeat	Repetir
Repeat every (under 15 only fires while the device is awake)	Repetir a cada (abaixo de 15 só dispara com o dispositivo acordado)
Repeat for each item	Repetir por cada elemento
Repeat on an interval	Repetir num intervalo
Repeat this	Repetir isto
Repeat while	Repetir enquanto
Replace it	Substituí-lo
Replaced	Substituída
Replies to a message in WhatsApp, Signal, Telegram or another messenger	Responde a uma mensagem no WhatsApp, Signal, Telegram ou noutra app de mensagens
Reply	Resposta
Reply button	Botão de resposta
Reply field	Campo de resposta
Reply hint	Sugestão do campo
Reply to Message	Responder à mensagem
Resize	Redimensionar
Resizes, rotates, mirrors, crops or re-encodes a picture into a new file	Redimensiona, roda, espelha, recorta ou volta a codificar uma imagem num ficheiro novo
Result	Resultado
Resumed at	Retomado às
Ring	Tocar
Ringer Mode Changed	Modo de som alterado
Ringer mode	Modo de som
Ringing	A tocar
Ringtone	Toque
Rises above	Sobe acima de
Rotate	Rodar
Routes execution by comparing a value against another	Encaminha a execução comparando um valor com outro
Run Script	Executar script
Run action	Executar ação
Runs JavaScript over inputs you name and returns values on ports you name	Executa JavaScript sobre entradas que tu nomeias e devolve valores em portas que tu nomeias
Runs any Home Assistant service — a thermostat, a media player, a lock, a vacuum, a script	Executa qualquer serviço do Home Assistant: um termostato, um leitor multimédia, uma fechadura, um aspirador, um script
SMS	SMS
SMS Received	SMS recebida
Same as the original	Igual ao original
Saturdays	Sábados
Save as	Guardar como
Save in this folder	Guardar nesta pasta
Saves text to a file on the phone, replacing it or adding to the end	Guarda texto num ficheiro do telemóvel, substituindo-o ou acrescentando ao fim
Scene	Cena
Schedule	Agendamento
Screen On / Off	Ecrã ligado / desligado
Screen on	Ecrã ligado
Script — each input is a variable of its own name	Script: cada entrada é uma variável com o próprio nome
Seconds	Segundos
Send Email	Enviar e-mail
Send Message	Enviar mensagem
Send SMS	Enviar SMS
Send and forget	Enviar e esquecer
Send as HTML	Enviar como HTML
Sender (optional — any sender when empty)	Remetente (opcional: vazio significa qualquer um)
Sends a message to a topic on an MQTT broker — Mosquitto, Zigbee2MQTT, Tasmota, ESPHome	Envia uma mensagem para um tópico de um broker MQTT – Mosquitto, Zigbee2MQTT, Tasmota, ESPHome
Sends a prompt to an AI model — Gemini, Claude, ChatGPT, OpenRouter or a self-hosted model — and returns its reply as text	Envia um pedido a um modelo de IA (Gemini, Claude, ChatGPT, OpenRouter ou um modelo autoalojado) e devolve a resposta como texto
Sends a prompt to an AI model — Gemini, Claude, ChatGPT, OpenRouter or a self-hosted model — and returns its reply as text, letting it run nodes and macros as tools when you allow it	Envia um pedido a um modelo de IA (Gemini, Claude, ChatGPT, OpenRouter ou um modelo alojado por si) e devolve a resposta como texto, deixando-o executar nós e macros como ferramentas quando o permitir
Sends an SMS to a number with a body	Envia uma SMS com um texto para um número
Sends an email through one of your mail accounts	Envia um e-mail através de uma das tuas contas
Sensitivity	Sensibilidade
Separator	Separador
Separator (blank for a new line)	Separador (vazio para uma mudança de linha)
Service	Serviço
Set	Definir
Set Brightness	Definir brilho
Set Ringer Mode	Definir modo de som
Set Screen Timeout	Definir tempo até desligar o ecrã
Set Variable	Definir variável
Set Volume	Definir volume
Set brightness	Definir brilho
Set colour	Definir cor
Set temperature	Definir temperatura de cor
Sets or clears the clipboard	Define ou limpa a área de transferência
Sets screen brightness (absolute value or auto)	Define o brilho do ecrã (valor fixo ou automático)
Sets the ringer mode to normal, silent or vibrate	Põe o modo de som em normal, silencioso ou vibração
Sets the screen-off timeout in milliseconds	Define em milissegundos o tempo até o ecrã se desligar
Shake	Abanar
Show Message	Mostrar mensagem
Show Notification	Mostrar notificação
Show a progress bar	Mostrar uma barra de progresso
Shows a popup dialog and waits until the user has acknowledged it	Mostra uma caixa de diálogo e espera que o utilizador a confirme
Shows a popup dialog offering a list of options and reports which one was picked	Mostra uma caixa de diálogo com uma lista de opções e indica qual foi escolhida
Shows an AI model a picture from this phone and returns what it says about it	Mostra a um modelo de IA uma imagem deste telemóvel e devolve o que ele diz sobre ela
Shows you as	Mostra-o como
Signal	Signal
Silence	Silêncio
Silent	Silencioso
Sort list	Ordenar lista
Sound	Som
Source	Origem
Split text into a list	Dividir texto numa lista
Splits a struct into its individual fields (auto-detects the struct from the input)	Decompõe uma estrutura nos campos dela (deteta a estrutura a partir da entrada)
Splits text into a list — one item per line, or on a separator you choose	Divide texto numa lista: um elemento por linha, ou pelo separador que escolheres
Standing instruction	Instrução permanente
Start at (seconds into the sound)	Começar em (segundos dentro do som)
Started moving — low power, works with the screen off	Começa a mexer-se: pouca energia, funciona com o ecrã desligado
Starts a named list over, ready to collect into	Reinicia uma lista com nome, pronta a ser preenchida
Starts at	Começa às
Starts once after the device finishes booting	Corre uma vez depois de o dispositivo acabar de arrancar
Starts the workflow on an interval or at a time of day	Inicia o fluxo num intervalo ou a uma hora do dia
Starts the workflow when another app, a script or a shortcut asks Ottomatic to run it	Inicia o fluxo quando outra aplicação, um script ou um atalho pede ao Ottomatic que o execute
Starts the workflow when you tap run, or tap its widget or shortcut	Inicia o fluxo quando tocas em executar, ou tocas no widget ou atalho dele
Starts when Bluetooth is turned on or off	Inicia quando o Bluetooth é ligado ou desligado
Starts when Wi-Fi is enabled or disabled	Inicia quando o Wi-Fi é ativado ou desativado
Starts when a Bluetooth device connects or disconnects	Inicia quando um dispositivo Bluetooth se liga ou desliga
Starts when a Home Assistant entity changes — a sensor, a switch, a door, a thermostat	Inicia quando uma entidade do Home Assistant muda: um sensor, um interruptor, uma porta, um termostato
Starts when a USB device is connected or disconnected	Inicia quando um dispositivo USB é ligado ou desligado
Starts when a matching notification arrives	Inicia quando chega uma notificação correspondente
Starts when a media button is pressed (play, pause, next, etc.)	Inicia quando é premido um botão multimédia (reproduzir, pausa, seguinte, etc.)
Starts when a message arrives in WhatsApp, Signal, Telegram or another messenger	Inicia quando chega uma mensagem no WhatsApp, Signal, Telegram ou noutra app de mensagens
Starts when a message arrives on an MQTT topic — a Zigbee button, a sensor, any device that publishes	Inicia quando chega uma mensagem a um tópico MQTT – um botão Zigbee, um sensor, qualquer dispositivo que publique
Starts when a photo, screenshot or downloaded picture is added to this phone	Inicia quando é adicionada a este telemóvel uma foto, captura de ecrã ou imagem transferida
Starts when a volume button is pressed, held, or pressed several times. Needs accessibility access; the buttons keep working normally	Inicia quando um botão de volume é premido, mantido ou premido várias vezes. Precisa de acesso de acessibilidade; os botões continuam a funcionar normalmente
Starts when a wired headset is plugged or unplugged	Inicia quando uns auscultadores com fio são ligados ou desligados
Starts when airplane mode is toggled	Inicia quando o modo de avião é ligado ou desligado
Starts when an NFC tag is held to the phone. Only works while the screen is on and unlocked	Inicia quando uma etiqueta NFC é aproximada do telemóvel. Só funciona com o ecrã ligado e desbloqueado
Starts when an SMS arrives	Inicia quando chega uma SMS
Starts when an app is installed, removed or replaced	Inicia quando uma aplicação é instalada, removida ou substituída
Starts when an appointment begins, ends, or its reminder falls due	Inicia quando um compromisso começa, termina ou o seu lembrete fica devido
Starts when an appointment is added, changed or removed in any calendar	Inicia quando um compromisso é adicionado, alterado ou removido em qualquer calendário
Starts when an email arrives in a mailbox you are watching	Inicia quando chega um e-mail a uma caixa de correio que estás a vigiar
Starts when an event fires on the Home Assistant event bus — a Zigbee button, a tag, a custom event	Inicia quando é emitido um evento no barramento de eventos do Home Assistant: um botão Zigbee, uma etiqueta, um evento personalizado
Starts when external media is mounted, unmounted or ejected	Inicia quando um suporte externo é montado, desmontado ou ejetado
Starts when power-save mode is toggled on or off	Inicia quando o modo de poupança de energia é ligado ou desligado
Starts when the battery level crosses a threshold (polls in the background)	Inicia quando o nível de bateria atravessa um limiar (consulta em segundo plano)
Starts when the device body is tapped twice or three times. Unreliable in a pocket (screen on only)	Inicia quando se toca duas ou três vezes no corpo do dispositivo. Pouco fiável no bolso (apenas com o ecrã ligado)
Starts when the device connects to or disconnects from a Wi-Fi network	Inicia quando o dispositivo se liga a uma rede Wi-Fi ou se desliga dela
Starts when the device date rolls over or the timezone changes	Inicia quando a data do dispositivo muda ou o fuso horário muda
Starts when the device enters, exits or dwells inside a circular area, or once it has been away from one for a while	Inicia quando o dispositivo entra, sai ou permanece dentro de uma área circular, ou quando já está afastado dela há algum tempo
Starts when the device is docked or undocked	Inicia quando o dispositivo é colocado na base ou retirado dela
Starts when the device is picked up, set down, or begins moving	Inicia quando o dispositivo é levantado, pousado ou começa a mexer-se
Starts when the device is shaken back and forth. High sensitivity will also fire while running (screen on only)	Inicia quando o dispositivo é abanado para a frente e para trás. Com sensibilidade alta também dispara a correr (apenas com o ecrã ligado)
Starts when the device is shutting down	Inicia quando o dispositivo se está a desligar
Starts when the device is turned face down or face up, or rotated into portrait or landscape (screen on only)	Inicia quando o dispositivo é virado para baixo ou para cima, ou rodado para vertical ou horizontal (apenas com o ecrã ligado)
Starts when the device locale changes	Inicia quando o idioma do dispositivo muda
Starts when the device starts or stops charging	Inicia quando o dispositivo começa ou deixa de carregar
Starts when the light around the device crosses a level and stays there — a dim room is around 30 lux, an office a few hundred. Below about 30 lux the sensor gets unreliable (screen on only)	Inicia quando a luz à volta do dispositivo atravessa um nível e lá se mantém: uma divisão com pouca luz ronda os 30 lux, um escritório umas centenas. Abaixo de cerca de 30 lux o sensor fica pouco fiável (apenas com o ecrã ligado)
Starts when the phone call state changes (ringing, offhook, idle)	Inicia quando o estado da chamada muda (a tocar, em chamada, livre)
Starts when the ringer mode changes (normal, silent, vibrate)	Inicia quando o modo de som muda (normal, silencioso, vibração)
Starts when the screen turns on or off	Inicia quando o ecrã se liga ou desliga
Starts when the sensor above the screen is covered or uncovered. Your hand has to be touching or nearly touching the glass (screen on only on most devices)	Inicia quando o sensor por cima do ecrã é coberto ou descoberto. A tua mão tem de estar a tocar no vidro ou quase (na maioria dos dispositivos, apenas com o ecrã ligado)
Starts when the user unlocks the device	Inicia quando o utilizador desbloqueia o dispositivo
State	Estado
Stop	Parar
Stop Macro	Parar macro
Stop Sound	Parar som
Stop after (seconds, 0 = play to the end)	Parar após (segundos, 0 = reproduzir até ao fim)
Stops every sound started by Play Sound	Para todos os sons iniciados por Reproduzir som
Stream	Canal
String	Texto
Struct	Estrutura
Subject	Assunto
Subject contains	O assunto contém
Sundays	Domingos
System	Sistema
Tag	Etiqueta
Tag — Used for manual deletion	Etiqueta: para a remover manualmente
Take Photo	Tirar fotografia
Taken after	Tirada depois de
Taken before	Tirada antes de
Takes a picture with the phone\'s front or back camera, with flash and a delay before the shot	Tira uma fotografia com a câmara frontal ou traseira do telemóvel, com flash e um atraso antes do disparo
