Fires when the app is initialised and running	当应用初始化并运行起来时触发
Fires when the device\'s UI / night mode changes	当设备的界面模式 / 夜间模式改变时触发
Fires when this macro is enabled (its triggers are armed)	当此宏被启用（它的触发器被激活）时触发
Flash	闪光灯
Float	小数
Folder	文件夹
Folders	文件夹
For a length of time	持续一段时间
Forward by	前进
Found	已找到
Free	空闲
Fridays	每周五
From	从
From (optional)	发件人（可选）
From app (optional)	来自应用（可选）
From contains	发件人包含
From position (0 is the first)	起始位置（0 为第一个）
Front camera	前置摄像头
Geofence	地理围栏
Gesture	手势
Get	获取
Get Light State	获取灯的状态
Get as	获取为
Give up after (seconds)	放弃等待时长（秒）
Greater than	大于
Greater than or equal	大于或等于
Green	绿色
HTTP Request	HTTP 请求
Halts the current execution chain (stops following connected actions)	中止当前的执行链（不再继续后面连接的动作）
Headers (JSON, optional)	请求头（JSON，可选）
Headset Plugged	耳机已插入
Headset hook	耳机线控键
Headset plugged in	耳机已插入
Height	高度
Held down	长按
Held for (seconds)	持续时间（秒）
High — fires easily	高——很容易触发
High — music and detail	高音质 — 音乐与细节
Hint	提示
Hold for at least (ms)	至少按住（毫秒）
Home Assistant	Home Assistant
Home Assistant Entity	Home Assistant 实体
Home Assistant Entity Changed	Home Assistant 实体变化
Home Assistant Event	Home Assistant 事件
Hours	小时
How	方式
How long (minutes)	时长（分钟）
How long (seconds)	时长（秒）
How many	多少个
How many at most	最多多少个
How many items are in a list	列表中有多少个元素
How many times	重复多少次
How the device is currently resting — face up or down, portrait or landscape (screen on only)	设备当前是怎么放着的——屏幕朝上还是朝下，竖屏还是横屏（仅在屏幕点亮时）
How to watch	监视方式
Idle	空闲
If	如果
If a file is already there	如果文件已存在
If it fails	如果失败
If missing	如果缺失
If one is already there	如果已存在
In an appointment	正在日程中
Include cancelled and declined ones	包含已取消和已拒绝的
Incoming Call State	来电状态
Index	索引
Initiates a phone call to a number	向某个号码发起通话
Inputs	输入
Installed	已安装
Int	整数
Into folder	放入文件夹
It ends	结束时
It starts	开始时
Item	元素
Item at position	指定位置的元素
Item to find	要查找的元素
Its reminder falls due	提醒到期时
JPEG	JPEG
JSON text	JSON 文本
Join list	连接列表
Jumps forward, back or to a position in the track or podcast that is playing	在正在播放的曲目或播客中前进、后退或跳到指定位置
Keep both, adding a number	两个都保留，加上编号
Keep until dismissed	保留直到被清除
Key	键
Landscape left	向左横屏
Landscape right	向右横屏
Latest picture	最新图片
Latin-1 (ISO 8859-1)	Latin-1 (ISO 8859-1)
Launch App	启动应用
Launches another app by package name	按包名启动另一个应用
Leave the old one alone	保留原来的文件
Left	左
Left to right	左右翻转
Less than	小于
Less than or equal	小于或等于
Let it use tools	允许它使用工具
Level (%)	级别（%）
Level (when on)	亮度（开启时）
Light or room	灯或房间
List	列表
List Files	列出文件
List contains	列表包含
List variable	列表变量
Lists the files in a folder, as paths you can loop over	列出文件夹中的文件，作为可循环遍历的路径
Locale Changed	语言已改变
Location	位置
Log Message	记录日志
Long	长
Longest reply (tokens)	回复上限（token）
Longest side (pixels)	最长边（像素）
Look at	查看范围
Loops over a list, running the following steps once for every item in it	遍历一个列表，对其中每个元素把后续步骤执行一次
Loops the following steps a set number of times — repeat 10 times, and so on	把后续步骤重复固定的次数——比如重复 10 次
Loops the following steps for as long as a comparison holds	只要比较条件成立，就一直重复后续步骤
Low — needs a deliberate gesture	低——需要刻意做出动作
Lux	勒克斯
MQTT Message	MQTT 消息
MQTT Topic	MQTT 主题
Macro	宏
Macro Enabled	宏已启用
Macro Finished	宏已结束
Mail	邮件
Make Call	拨打电话
Manual Trigger	手动触发器
Mark read	标记为已读
Mark unread	标记为未读
Marks a conversation read, presses one of its buttons, or dismisses the notification	把会话标记为已读、按下它的某个按钮，或清除该通知
Marks a message read or unread, moves it to another folder, or deletes it	把邮件标记为已读或未读、移动到别的文件夹，或删除它
Matches regex	匹配正则表达式
Media	媒体
Media Button Pressed	媒体键被按下
Media Mounted / Unmounted	存储介质已挂载 / 已卸载
Media Playback Changed	媒体播放状态变化
Media playing	正在播放媒体
Medium	中
Message	消息
Message Received	收到消息
Message contains	消息包含
Messages	消息
Method	方法
Minutes	分钟
Minutes before (negative fires afterwards)	提前几分钟（负数表示之后触发）
Mirror	镜像
Mode	模式
Model	模型
Mondays	每周一
Most to return	最多返回数量
Most turns	最多轮次
Mounted	已挂载
Move	移动
Move it	移动
Move or Copy Picture	移动或复制图片
Move to folder	移动到文件夹
Move to the bin	移入回收站
Moves a photo to the bin, or deletes it for good	将照片移入回收站，或彻底删除
Moves or copies a photo into another folder, keeping it in the gallery	将照片移动或复制到其他文件夹，并保留在图库中
Multiple lines	多行
Must hold for (ms)	必须按住（毫秒）
Mute	静音
NFC Tag	NFC 标签
NFC enabled	NFC 已开启
Name other apps see	其他应用看到的名称
Names matching	名称匹配
Network	网络
New details (leave empty to keep them)	新详情（留空则保持不变）
New length in minutes (-1 to keep it)	新时长，分钟（-1 表示保持不变）
New place (leave empty to keep it)	新地点（留空则保持不变）
New start (leave empty to keep it)	新开始时间（留空则保持不变）
New title (leave empty to keep it)	新标题（留空则保持不变）
New value (blank removes it)	新值（留空则删除）
Newest first	最新的在前
Next	下一首
Next appointment	下一个日程
Next track	下一首
Normal	正常
Not equals	不等于
Notification	通知
Notification Received	收到通知
Now	现在
Now playing	正在播放
Number	数字
Number of presses	按键次数
Off	关闭
Offhook	通话中
Oldest first	最旧的在前
On	开启
On dwell	停留时
On enter	进入时
On exit	离开时
On staying away	持续离开时
One item out of a list, by its position	按位置取出列表中的一个元素
Only during a time window	仅在某个时间段内
Only in this folder	仅在此文件夹中
Only lights already on	仅限已经亮着的灯
Only names matching	仅匹配以下名称
Only unread	仅未读
Only when it ends up lying flat	仅当最终平放时
Only while the screen is on	仅在屏幕点亮时
Open URL	打开网址
Opens WhatsApp, Signal or Telegram with a message ready to send	打开 WhatsApp、Signal 或 Telegram，并预先填好待发送的消息
Opens a URL in the default handler (browser or app). Typing google.com is enough	用默认程序（浏览器或应用）打开一个网址。输入 google.com 就够了
Operation	操作
Operator	运算符
Options — one per line	选项——每行一个
Orange	橙色
Order	顺序
Orientation	朝向
Outputs	输出
PNG	PNG
Package	包名
Part of list	列表的一部分
Path	路径
Path (e.g. main.temp) — blank for the whole document	路径（例如 main.temp）——留空表示整个文档
Paths	路径
Pattern (comma-separated ms, e.g. 0,200,500,200)	振动模式（毫秒，用逗号分隔，例如 0,200,500,200）
Pause	暂停
Paused	已暂停
Pauses the workflow for a while	让工作流暂停一段时间
Picked up	被拿起
Picture	图片
Picture Details	图片详情
Picture Saved	图片已保存
Pictures	图片
Pink	粉色
Place	地点
Planned for	计划于
Play	播放
Play Sound	播放声音
Play or pause	播放或暂停
Play pause	播放/暂停
Play through	播放通道
Playback	播放
Playing	播放中
Plays a notification, ringtone, alarm or chosen sound	播放通知音、铃声、闹钟音或你选择的声音
Plays, pauses or skips the music, podcast or video that is playing	播放、暂停或切换正在播放的音乐、播客或视频
Plugged	已插入
Plugged in	已插入
Poll	轮询
Poll interval (minutes, minimum 15)	轮询间隔（分钟，最少 15）
Portrait	竖屏
Portrait upside down	倒置竖屏
Position	位置
Position (0 is the first)	位置（0 为第一个）
Position in list	在列表中的位置
Post	发送
Posted as	使用的标签
Posts a notification on this device	在此设备上显示一条通知
Posts a notification on this device, optionally with buttons and a reply field	在此设备上显示一条通知，可附带按钮和回复框
Power Save Mode Changed	省电模式已改变
Power save mode	省电模式
Prefilled	预填内容
Pressed	按下
Pressed several times	连按多次
Previous	上一首
Previous track	上一首
Priority	优先级
Progress (%, below 0 = busy)	进度（%，小于 0 表示不确定）
Prompt	提示词
Proximity	距离感应
Proximity covered	距离传感器被遮挡
Publish to MQTT	发布到 MQTT
Put	放入
Put down	被放下
Quality	质量
Question	问题
Read File	读取文件
Read from JSON	从 JSON 读取
Reading	读数
Reads a picture\'s size, camera, date and location out of the file	从文件中读取图片的尺寸、相机、日期和位置
Reads a text file from the phone and passes its contents on	读取手机上的文本文件并传出其内容
Reads appointments out of a calendar onto a list you can loop over	从日历读取日程，生成可循环遍历的列表
Reads messages from a mailbox onto a list you can loop over	从邮箱读取邮件到一个可供遍历的列表中
Reads one value out of JSON text, such as an HTTP response body	从 JSON 文本中读出一个值，例如 HTTP 响应的正文
Reads whether a light is on, how bright it is and what colour — Philips Hue	读取某个灯是否亮着、亮度多少、什么颜色 — Philips Hue
Reason (optional, logged before halting)	原因（可选，中止前会记录到日志）
Record Audio	录制音频
Recording	录音
Recording Finished	录音完成
Records sound from the microphone for a set time and saves it as a file	按设定的时长用麦克风录音并保存为文件
Red	红色
Remembers a value in a variable, readable by later runs	把一个值记在变量里，供之后的运行读取
Remind you (minutes before, -1 for no reminder)	提醒你（提前几分钟，-1 表示不提醒）
Remove Notification	移除通知
Removed	已卸载
Removes a file from the phone	从手机上删除一个文件
Repeat	重复
Repeat every (under 15 only fires while the device is awake)	重复间隔（小于 15 时，仅在设备唤醒状态下触发）
Repeat for each item	对每个元素重复
Repeat on an interval	按间隔重复
Repeat this	重复这里
Repeat while	当满足条件时重复
Replace it	覆盖它
Replaced	已替换
Replies to a message in WhatsApp, Signal, Telegram or another messenger	回复 WhatsApp、Signal、Telegram 或其他即时通讯应用中的消息
Reply	回复
Reply button	回复按钮
Reply field	回复框
Reply hint	回复框提示
Reply to Message	回复消息
Resize	缩放
Resizes, rotates, mirrors, crops or re-encodes a picture into a new file	将图片缩放、旋转、镜像、裁剪或重新编码后保存为新文件
Result	结果
Resumed at	恢复于
Ring	响铃
Ringer Mode Changed	响铃模式已改变
Ringer mode	响铃模式
Ringing	振铃中
Ringtone	铃声
Rises above	升到高于
Rotate	旋转
Rotation	旋转
Routes execution by comparing a value against another	通过比较两个值来决定执行走向
Run Script	运行脚本
Run action	执行动作
Runs JavaScript over inputs you name and returns values on ports you name	对你命名的输入运行 JavaScript，并在你命名的端口上返回值
Runs any Home Assistant service — a thermostat, a media player, a lock, a vacuum, a script	调用任意 Home Assistant 服务——恒温器、媒体播放器、门锁、扫地机、脚本
SMS	短信
SMS Received	收到短信
Same as the original	与原图相同
Saturdays	每周六
Save as	保存为
Save in this folder	保存到此文件夹
Saves text to a file on the phone, replacing it or adding to the end	把文本保存到手机上的文件，覆盖原内容或追加到末尾
Scene	场景
Schedule	定时计划
Screen On / Off	屏幕点亮 / 熄灭
Screen on	屏幕点亮
Script — each input is a variable of its own name	脚本——每个输入都是一个同名的变量
Seconds	秒
Seek Media	跳转媒体位置
Send Email	发送邮件
Send Message	发送消息
Send SMS	发送短信
Send and forget	发送后不确认
Send as HTML	以 HTML 发送
Sender (optional — any sender when empty)	发送者（可选——留空表示任何人）
Sends a message to a topic on an MQTT broker — Mosquitto, Zigbee2MQTT, Tasmota, ESPHome	向 MQTT 代理的某个主题发送消息 — Mosquitto、Zigbee2MQTT、Tasmota、ESPHome
Sends a prompt to an AI model — Gemini, Claude, ChatGPT, OpenRouter or a self-hosted model — and returns its reply as text	把提示词发送给 AI 模型（Gemini、Claude、ChatGPT、OpenRouter 或自建模型），并把回复作为文本返回
Sends a prompt to an AI model — Gemini, Claude, ChatGPT, OpenRouter or a self-hosted model — and returns its reply as text, letting it run nodes and macros as tools when you allow it	向 AI 模型（Gemini、Claude、ChatGPT、OpenRouter 或自托管模型）发送提示，并以文本返回回复；开启后还可让它把节点和宏当作工具来执行
Sends an SMS to a number with a body	向某个号码发送一条带正文的短信
Sends an email through one of your mail accounts	通过你的某个邮件账户发送一封邮件
Sensitivity	灵敏度
Separator	分隔符
Separator (blank for a new line)	分隔符（留空表示换行）
Service	服务
Set	设置
Set Brightness	设置亮度
Set Ringer Mode	设置响铃模式
Set Screen Rotation	设置屏幕旋转
Set Screen Timeout	设置屏幕超时
Set Variable	设置变量
Set Volume	设置音量
Set brightness	设置亮度
Set colour	设置颜色
Set temperature	设置色温
Sets or clears the clipboard	设置或清空剪贴板
Sets screen brightness (absolute value or auto)	设置屏幕亮度（固定值或自动）
Sets the ringer mode to normal, silent or vibrate	把响铃模式设为正常、静音或振动
Sets the screen-off timeout in milliseconds	以毫秒为单位设置屏幕熄灭的等待时间
Shake	摇动
Show Message	显示消息
Show Notification	显示通知
Show a progress bar	显示进度条
Shows a popup dialog and waits until the user has acknowledged it	弹出一个对话框，并等待用户确认
Shows a popup dialog offering a list of options and reports which one was picked	弹出一个带选项列表的对话框，并报告用户选了哪一项
Shows an AI model a picture from this phone and returns what it says about it	把本机上的一张图片交给 AI 模型，并返回它的描述
Shows you as	将你显示为
Signal	Signal
Silence	静音
Silent	静音
Sort list	排序列表
Sound	声音
Source	来源
Split text into a list	把文本拆成列表
Splits a struct into its individual fields (auto-detects the struct from the input)	把结构体拆成各个字段（根据输入自动识别结构）
Splits text into a list — one item per line, or on a separator you choose	把文本拆成列表——每行一个元素，或按你选择的分隔符拆分
Standing instruction	常驻指令
Start Recording	开始录音
Start at (seconds into the sound)	起播位置（声音的第几秒）
Started	已开始
Started moving — low power, works with the screen off	开始移动——低功耗，屏幕熄灭时也有效
Starts a named list over, ready to collect into	把指定列表清空重来，准备重新收集
Starts at	开始于
Starts once after the device finishes booting	设备启动完成后运行一次
Starts the workflow on an interval or at a time of day	按间隔或在一天中的某个时刻启动工作流
Starts the workflow when another app, a script or a shortcut asks Ottomatic to run it	当其他应用、脚本或快捷方式请求 Ottomatic 运行时，启动此工作流
Starts the workflow when you tap run, or tap its widget or shortcut	当你点按运行，或点按它的小部件或快捷方式时，启动此工作流
Starts when Bluetooth is turned on or off	当蓝牙被打开或关闭时启动
Starts when Wi-Fi is enabled or disabled	当 Wi-Fi 被开启或关闭时启动
Starts when a Bluetooth device connects or disconnects	当某个蓝牙设备连接或断开时启动
Starts when a Home Assistant entity changes — a sensor, a switch, a door, a thermostat	当某个 Home Assistant 实体发生变化时启动——传感器、开关、门、恒温器
Starts when a USB device is connected or disconnected	当 USB 设备被连接或断开时启动
Starts when a matching notification arrives	当收到符合条件的通知时启动
Starts when a media button is pressed (play, pause, next, etc.)	当媒体键被按下时启动（播放、暂停、下一首等）
Starts when a message arrives in WhatsApp, Signal, Telegram or another messenger	当 WhatsApp、Signal、Telegram 或其他即时通讯应用收到消息时启动
Starts when a message arrives on an MQTT topic — a Zigbee button, a sensor, any device that publishes	当 MQTT 主题收到消息时启动 — Zigbee 按钮、传感器，以及任何会发布消息的设备
Starts when a photo, screenshot or downloaded picture is added to this phone	当手机中新增照片、屏幕截图或下载的图片时启动
Starts when a recording made by this app has been saved	当本应用创建的录音被保存时启动
Starts when a volume button is pressed, held, or pressed several times. Needs accessibility access; the buttons keep working normally	当音量键被按下、长按或连按多次时启动。需要无障碍使用权；按键本身仍照常工作
Starts when a wired headset is plugged or unplugged	当有线耳机被插入或拔出时启动
Starts when airplane mode is toggled	当飞行模式被切换时启动
Starts when an NFC tag is held to the phone. Only works while the screen is on and unlocked	当 NFC 标签贴近手机时启动。仅在屏幕点亮并解锁时有效
Starts when an SMS arrives	当收到短信时启动
Starts when an app is installed, removed or replaced	当应用被安装、卸载或替换时启动
Starts when an appointment begins, ends, or its reminder falls due	当日程开始、结束或其提醒到期时启动
Starts when an appointment is added, changed or removed in any calendar	当任意日历中添加、修改或删除日程时启动
Starts when an email arrives in a mailbox you are watching	当你监视的邮箱收到邮件时启动
Starts when an event fires on the Home Assistant event bus — a Zigbee button, a tag, a custom event	当 Home Assistant 事件总线上触发事件时启动——Zigbee 按键、标签、自定义事件
Starts when external media is mounted, unmounted or ejected	当外部存储介质被挂载、卸载或弹出时启动
Starts when music, a podcast or a video starts, pauses, stops or changes track	当音乐、播客或视频开始、暂停、停止或切换曲目时启动
Starts when power-save mode is toggled on or off	当省电模式被开启或关闭时启动
Starts when the battery level crosses a threshold (polls in the background)	当电量越过某个阈值时启动（在后台轮询）
Starts when the device body is tapped twice or three times. Unreliable in a pocket (screen on only)	当机身被敲击两下或三下时启动。放在口袋里不太可靠（仅在屏幕点亮时）
Starts when the device connects to or disconnects from a Wi-Fi network	当设备连接到某个 Wi-Fi 网络或与之断开时启动
Starts when the device date rolls over or the timezone changes	当设备日期翻篇或时区改变时启动
Starts when the device enters, exits or dwells inside a circular area, or once it has been away from one for a while	当设备进入、离开或停留在某个圆形区域内时启动，或在离开它一段时间之后启动
Starts when the device is docked or undocked	当设备被放入底座或取出时启动
Starts when the device is picked up, set down, or begins moving	当设备被拿起、放下或开始移动时启动
Starts when the device is shaken back and forth. High sensitivity will also fire while running (screen on only)	当设备被前后摇动时启动。灵敏度设为高时，跑步也会触发（仅在屏幕点亮时）
Starts when the device is shutting down	当设备正在关机时启动
Starts when the device is turned face down or face up, or rotated into portrait or landscape (screen on only)	当设备被翻成屏幕朝下或朝上，或被转成竖屏或横屏时启动（仅在屏幕点亮时）
Starts when the device locale changes	当设备语言改变时启动
Starts when the device starts or stops charging	当设备开始或停止充电时启动
Starts when the light around the device crosses a level and stays there — a dim room is around 30 lux, an office a few hundred. Below about 30 lux the sensor gets unreliable (screen on only)	当设备周围的光线越过某个水平并保持时启动——昏暗的房间约 30 勒克斯，办公室数百勒克斯。低于约 30 勒克斯后传感器就不太可靠了（仅在屏幕点亮时）
Starts when the phone call state changes (ringing, offhook, idle)	当通话状态改变时启动（振铃中、通话中、空闲）
Starts when the ringer mode changes (normal, silent, vibrate)	当响铃模式改变时启动（正常、静音、振动）
Starts when the screen turns on or off	当屏幕点亮或熄灭时启动
Starts when the sensor above the screen is covered or uncovered. Your hand has to be touching or nearly touching the glass (screen on only on most devices)	当屏幕上方的传感器被遮挡或重新露出时启动。你的手必须贴着或几乎贴着玻璃（在多数设备上仅屏幕点亮时有效）
Starts when the user unlocks the device	当用户解锁设备时启动
Starts when you swipe across the fingerprint reader. Needs accessibility access, and only works on phones whose reader reports swipes; unlocking is unaffected	当你在指纹传感器上滑动时启动。需要无障碍使用权，且仅在传感器会报告滑动的手机上有效；指纹解锁不受影响
State	状态
Stop	停止
Stop Macro	停止宏
Stop Recording	停止录音
Stop Sound	停止声音
Stop after (seconds, 0 = play to the end)	停止时间（秒，0 = 播放到结束）
Stop by itself after (seconds)	自动停止时间（秒）
Stopped	已停止
Stops every sound started by Play Sound	停止所有由“播放声音”启动的声音
Stream	音频通道
String	文本
Struct	结构体
Subject	主题
Subject contains	主题包含
Sundays	每周日
Swipe down	向下滑动
Swipe left	向左滑动
Swipe right	向右滑动
Swipe up	向上滑动
System	系统
Tag	标签
Tag — Used for manual deletion	标签——用于手动移除
Take Photo	拍照
Taken after	拍摄时间晚于
Taken before	拍摄时间早于
Takes a picture with the phone\'s front or back camera, with flash and a delay before the shot	使用手机的前置或后置摄像头拍照，可设置闪光灯和拍摄前的延迟
Takes down a notification this app posted under a tag	移除本应用以某个标签显示的通知
Tap on Device	敲击设备
Taps	敲击次数
Teal	青色
Telegram	Telegram
Template — use {A}, {B}, {C}	模板——使用 {A}、{B}、{C}
Tentative	暂定
Text	文本
Text contains (optional)	文本包含（可选）
Text encoding	文本编码
Text — one item per line, or wire something in	文本——每行一个元素，或接入其他内容
The current battery charge as a percentage in 0..100	当前电量的百分比，范围 0 到 100
The current date and time	当前的日期和时间
The current state of a Home Assistant entity — a sensor, a switch, a thermostat	Home Assistant 实体的当前状态——传感器、开关、恒温器
The current value of a variable	某个变量的当前值
The device\'s current ringer mode	设备当前的响铃模式
The last message published to a topic on an MQTT broker	MQTT 代理某个主题上最后发布的消息
The light level around the device in lux — a dim room is around 30, an office a few hundred	设备周围的光照强度，单位勒克斯——昏暗的房间约 30，办公室数百
The most recent photo, screenshot or picture saved on this phone	此手机上最近保存的照片、屏幕截图或图片
The name of the Wi-Fi network the device is currently connected to	设备当前所连 Wi-Fi 网络的名称
The next appointment due to start in any calendar	任意日历中下一个即将开始的日程
The next few days	接下来几天
The rest of today	今天剩下的时间
The same list, in order	同一个列表，已排好序
The track, podcast or video that is playing, with its title, artist and app	正在播放的曲目、播客或视频，以及其标题、艺术家和应用
This is a list	这是一个列表
This occurrence	仅这一次
Thorough	深入
Threshold (0-100)	阈值（0-100）
Threshold (lux)	阈值（勒克斯）
Thursdays	每周四
Timeout (ms)	超时（毫秒）
Timezone changed	时区已改变
Title	标题
Title contains	标题包含
To	收件人
To the position	跳到位置
Toggle	切换
Toggle Auto-Rotate	切换自动旋转
Toggle Bluetooth	切换蓝牙
Toggle Flashlight	切换手电筒
Toggle Wi-Fi	切换 Wi-Fi
Toggles Do-Not-Disturb on or off with a chosen policy level	按所选的级别开启或关闭勿扰模式
Tools	工具
Top	上
Top to bottom	上下翻转
Topic	主题
Track	曲目
Track changed	曲目已切换
Triple tap	三击
Tuesdays	每周二
Turn	旋转方向
Turn off	关闭
Turn on	开启
Turns Bluetooth on or off and reports the resulting state	开启或关闭蓝牙，并报告最终状态
Turns Wi-Fi on or off and reports the resulting state	开启或关闭 Wi-Fi，并报告最终状态
Turns a light, room or zone on or off, or sets its brightness, colour or warmth — Philips Hue	开启或关闭某个灯、房间或区域，或设置它的亮度、颜色或色温 — Philips Hue
